PTEN,0.999835779,1
ARID1A,0.999665006,2
TP53,0.999335209,3
RB1,0.999302125,4
APC,0.999279455,5
PBRM1,0.999195273,6
VHL,0.999155256,7
RPL22,0.998961337,8
GATA3,0.998092072,9
MAP3K1,0.997789344,10
KDM6A,0.99767053,11
SMAD4,0.997653552,12
CASP8,0.996614,13
SETD2,0.996542719,14
PIK3R1,0.996535198,15
STK11,0.995866931,16
CDH1,0.994076871,17
CTCF,0.994066405,18
KMT2D,0.993478222,19
ACVR2A,0.993333101,20
NF1,0.993015241,21
MAP2K4,0.992692139,22
CDKN1B,0.992173455,23
RUNX1,0.991319539,24
ATRX,0.991244751,25
ARID2,0.990262553,26
RASA1,0.99020511,27
BAP1,0.989877252,28
CDKN2A,0.988741942,29
FBXW7,0.987725935,30
B2M,0.986882184,31
NF2,0.986388834,32
TGFBR2,0.983672588,33
MEN1,0.982550123,34
GPS2,0.98202202,35
SMAD2,0.981921991,36
IL32,0.981316004,37
FUBP1,0.978641784,38
NOTCH1,0.978529545,39
AJUBA,0.977188238,40
FAT1,0.976997175,41
ARHGAP35,0.976616904,42
ZC3H18,0.976463305,43
STAG2,0.975587255,44
CIC,0.975286939,45
HLA-A,0.973643384,46
SMARCB1,0.972244112,47
ZC3H13,0.971579754,48
KDM5C,0.970761472,49
RBM10,0.970375013,50
HLA-B,0.969580354,51
KMT2C,0.969505436,52
ATM,0.965068542,53
MTFR1L,0.964320503,54
RBMX,0.963873092,55
HNF1A,0.96022838,56
CD58,0.959600008,57
CCAR1,0.958335257,58
PLAC4,0.95833303,59
AOAH,0.954678004,60
ACVR1B,0.952246767,61
ID3,0.951831704,62
KANSL1,0.949939319,63
RERE,0.947945624,64
TMEM30A,0.946749515,65
HDAC2,0.946242413,66
ARID1B,0.943650098,67
RPL5,0.943353196,68
USP28,0.943267399,69
LIMCH1,0.941986925,70
PRKRA,0.941519496,71
MYO6,0.939673043,72
LARP4B,0.937429868,73
IWS1,0.936817201,74
CREBBP,0.936810641,75
RPL18,0.935461305,76
TCF7L2,0.93454222,77
ZFP36L1,0.933714778,78
NCOR1,0.933401605,79
TCF12,0.929031241,80
CCDC144NL,0.928621439,81
MGA,0.927772116,82
UPF3B,0.927234332,83
MBD6,0.926017681,84
RNF43,0.925278914,85
CTDNEP1,0.92483217,86
CRIPAK,0.924266798,87
UPF3A,0.924210607,88
TBX3,0.920461354,89
TTC18,0.919228415,90
C1QA,0.918165691,91
BCL10,0.914968325,92
CYLD,0.914887658,93
MGAT2,0.913835895,94
PHACTR4,0.912538437,95
PNISR,0.910887477,96
TMCO2,0.909498199,97
GSE1,0.908939548,98
EP300,0.908485666,99
TET2,0.908375334,100
NAA25,0.907436318,101
FAM19A2,0.907347743,102
AMOT,0.906597624,103
ATG14,0.906287084,104
PRPF38B,0.906158387,105
TFAM,0.905801807,106
NSD1,0.90552866,107
ZNRF3,0.905468824,108
PPP1R21,0.903555492,109
HLA-DRB1,0.902096953,110
TRAF3,0.90129325,111
EIF3J,0.900086715,112
BCOR,0.898030504,113
SPINK5,0.897576003,114
RTF1,0.896663919,115
MORC4,0.895858523,116
HNRNPD,0.895510831,117
SUFU,0.895247107,118
MALT1,0.894960707,119
FTSJD1,0.893884189,120
PTPRK,0.8938272,121
ZNF717,0.893722837,122
DNAJC11,0.893535665,123
EMG1,0.892802957,124
IL25,0.892495393,125
HAUS8,0.892357314,126
TRIP12,0.890771581,127
ZMYM4,0.890145164,128
ADAM23,0.890121331,129
SWAP70,0.887249636,130
PRPF40A,0.886799899,131
IK,0.88665772,132
WDR33,0.883363392,133
STIP1,0.883180361,134
RIC3,0.881531181,135
CEL,0.881062674,136
TEX11,0.878592359,137
CERK,0.878584352,138
PKD2,0.877242527,139
AAMP,0.877120123,140
MLH1,0.876929988,141
LUC7L3,0.876415039,142
NPS,0.876348904,143
ZNF318,0.875348361,144
LUC7L2,0.875265445,145
MED23,0.874495549,146
RBM5,0.872784032,147
SENP3,0.871595671,148
TNRC6B,0.871573561,149
SRSF11,0.870953342,150
SPRED1,0.870196769,151
ING1,0.869280649,152
FAS,0.868311268,153
CBFB,0.867773915,154
PPP3CC,0.867493195,155
WAC,0.867223052,156
WNT16,0.8623313,157
BAX,0.86196214,158
ASXL1,0.861275786,159
USP9X,0.85880636,160
XBP1,0.858676642,161
ZNF319,0.857631107,162
SEC63,0.856915335,163
CUL3,0.856454189,164
PRKAR1A,0.856123037,165
DENND6A,0.855727341,166
NAA15,0.854419979,167
DNAJC1,0.854214516,168
COQ9,0.853727617,169
GGCT,0.85292944,170
ELF3,0.852910078,171
ANXA10,0.852542536,172
SPSB2,0.851749269,173
HAT1,0.851700276,174
RUFY2,0.851408766,175
EPHA2,0.850820618,176
CHD2,0.850802658,177
MSL3,0.849065013,178
PLEKHM3,0.848467927,179
LARP7,0.847343129,180
CCDC88A,0.84725357,181
TTK,0.847196253,182
CHD8,0.846365163,183
PTCH1,0.844911324,184
CCDC148,0.842751376,185
PXK,0.842307136,186
MIOX,0.842129603,187
BRE,0.841870889,188
ARRDC3,0.841686355,189
WWC2,0.841662187,190
MANEA,0.841159037,191
NPM1,0.8409401,192
GNPTAB,0.840763256,193
UBE2T,0.840759806,194
APEH,0.840590265,195
BMF,0.839823728,196
PRKCD,0.838832078,197
SCRN3,0.837531953,198
MYB,0.835397084,199
AKAP7,0.833972829,200
MBD1,0.833888652,201
BRMS1,0.833197238,202
MGEA5,0.831380719,203
SMARCA4,0.82896604,204
TP53BP1,0.828868692,205
ZNF234,0.828278716,206
PTMA,0.827909245,207
NOTCH2,0.827342455,208
OTOGL,0.82678463,209
STX7,0.825696988,210
IRX3,0.825301635,211
LETM2,0.825257602,212
TGIF1,0.824871838,213
KLC1,0.824467157,214
SNAPC1,0.824255698,215
SENP6,0.824135154,216
RBM27,0.821509413,217
PPM1D,0.821438139,218
ACBD4,0.821168928,219
KRTAP21-2,0.820755101,220
ZNHIT6,0.820151888,221
SPCS1,0.817126793,222
API5,0.817017552,223
DALRD3,0.816415662,224
JOSD1,0.816003732,225
RBM46,0.815702872,226
CDKN2C,0.815159099,227
MLF1,0.814662412,228
LEPREL2,0.814308935,229
CCDC30,0.81413435,230
TBC1D19,0.81382917,231
DNAL1,0.812817806,232
MAP7,0.812180491,233
THUMPD3,0.812123366,234
IL6ST,0.812080084,235
RC3H2,0.811282591,236
HMGXB4,0.808740647,237
ZFP36L2,0.808317728,238
RBBP6,0.80826134,239
MCPH1,0.806325314,240
ARPP21,0.805494531,241
SENP8,0.804369034,242
AP1S1,0.803690905,243
CEBPA,0.803650795,244
HERC4,0.802979921,245
TMPO,0.802836473,246
SEC13,0.802271386,247
KCNIP4,0.801865048,248
CTNND1,0.801251487,249
RECK,0.800176718,250
SOX9,0.798961186,251
BLMH,0.798850962,252
EPC2,0.796985384,253
PRDM5,0.796725395,254
RNF111,0.796062755,255
CHST7,0.795828285,256
ZNF222,0.794719812,257
ACY1,0.794055297,258
GPSM2,0.793554369,259
IFNGR1,0.792759301,260
MCRS1,0.792178331,261
SAV1,0.791942884,262
GLTSCR1,0.791088698,263
BRCA1,0.790358464,264
DNER,0.790306239,265
RNMT,0.788327262,266
MRPS31,0.788281228,267
MARCKS,0.786855167,268
DUSP16,0.786831261,269
KMT2B,0.786798143,270
AMBRA1,0.786739291,271
C11orf52,0.786392314,272
CLGN,0.78607378,273
TEX26,0.785660021,274
COPS4,0.78546364,275
DEFB118,0.78517543,276
MLLT4,0.784668377,277
DDX3X,0.784335969,278
INO80E,0.783782121,279
TCEB3,0.783070165,280
CTU2,0.781740345,281
KLHDC8B,0.781723902,282
CRYZ,0.780825574,283
INO80,0.780260251,284
PAQR3,0.780155175,285
MYO1B,0.780064556,286
CLSPN,0.779934699,287
CLASP2,0.779613801,288
CACUL1,0.779537379,289
C11orf57,0.779014677,290
RNF128,0.778753559,291
SIN3A,0.778596911,292
NAA16,0.777265078,293
TYRP1,0.77681471,294
ASXL2,0.776761806,295
ANKRD44,0.776474708,296
OTX2,0.775516083,297
TAF15,0.775244618,298
MAP7D2,0.775137846,299
C6orf203,0.774612073,300
ATF7IP,0.774457967,301
Mar-08,0.774375322,302
SUZ12,0.774350593,303
BRCA2,0.774253001,304
MKRN1,0.774105125,305
CSNK2A1,0.772698924,306
TEX33,0.771967599,307
ERCC6L2,0.771766251,308
ATG5,0.771711269,309
ING5,0.77147705,310
BMPR2,0.77119654,311
ZNF292,0.77067536,312
AMER1,0.77024094,313
PRB3,0.770072254,314
GIGYF2,0.769878957,315
GNL3,0.769653519,316
PSIP1,0.769570785,317
EXO5,0.769158352,318
INPPL1,0.769100459,319
GAPVD1,0.76864401,320
IRF2BP1,0.768146348,321
ERRFI1,0.767555488,322
OCIAD2,0.766883493,323
C10orf71,0.766241961,324
PARVG,0.765515465,325
ZBED5,0.765375314,326
ARID5B,0.765199578,327
ZFHX3,0.764432223,328
ZNF492,0.76385316,329
TSPYL4,0.762242827,330
MED6,0.762054447,331
RBM47,0.76169648,332
TACR1,0.760881219,333
LAMTOR4,0.760247525,334
DYNC1LI2,0.760110892,335
OR52M1,0.759503286,336
INPP4B,0.759469843,337
PAFAH1B2,0.759416756,338
MAP4K5,0.758884037,339
UHRF1BP1L,0.758700811,340
COL4A2,0.758245256,341
NFKB1,0.756964109,342
SYCP1,0.75648694,343
C11orf94,0.756299631,344
THRAP3,0.756096785,345
ULBP2,0.755932303,346
MAP3K6,0.754750947,347
AP2A2,0.753943734,348
PAWR,0.753674277,349
HPR,0.753585167,350
HSDL1,0.752764724,351
RCOR1,0.752219648,352
SLC22A9,0.751962277,353
TIGD4,0.750324319,354
LGI3,0.749960366,355
PLCE1,0.749869273,356
CPEB2,0.74947791,357
TECPR1,0.749089942,358
LDB1,0.748378566,359
ALDOB,0.745905783,360
MSH2,0.744426627,361
FEZ2,0.744385215,362
SLC25A5,0.74377828,363
PRRG1,0.742847649,364
RP2,0.742462721,365
EPS8L2,0.742355323,366
PAN3,0.742086519,367
FUNDC1,0.741693588,368
CETN3,0.741522742,369
SLC16A10,0.741348179,370
PPP2R2A,0.741311131,371
CDKL2,0.741004813,372
RASSF7,0.739491033,373
PET112,0.739469492,374
FXR2,0.738523747,375
MSLNL,0.737055441,376
FSIP1,0.735676675,377
TFDP2,0.735209209,378
SULT1C3,0.735166151,379
PITX2,0.733830763,380
ANKRD7,0.733368517,381
ATRNL1,0.733216622,382
BTAF1,0.732650007,383
SNAP29,0.73258348,384
UBE2D1,0.732136,385
